日期,开盘价,最高价,最低价,收盘价,收益率,ARIMA预测值,信号,信号说明
2025-07-07,5768.0,5781.0,5741.8,5753.8,-0.0033948799667439,0.0001595058635714942,1.0,做多
2025-07-08,5756.8,5864.0,5756.2,5860.4,0.018526886579304,0.0001595058635714942,1.0,做多
2025-07-09,5853.4,5862.6,5821.2,5827.0,-0.0056992696744249,0.0001595058635714942,1.0,做多
2025-07-10,5833.6,5882.0,5816.0,5856.6,0.0050798009267205,0.0001595058635714942,1.0,做多
2025-07-11,5863.2,5964.0,5833.2,5921.8,0.0111327391319195,0.0001595058635714942,1.0,做多
2025-07-14,5924.2,5929.8,5895.4,5897.2,-0.0041541423215915,0.0001595058635714942,1.0,做多
2025-07-15,5906.8,5938.4,5848.2,5893.2,-0.0006782880010852,0.0001595058635714942,1.0,做多
2025-07-16,5891.8,5955.8,5867.8,5888.4,-0.0008144980655671,0.0001595058635714942,1.0,做多
2025-07-17,5893.6,5967.8,5885.6,5965.6,0.0131105223829903,0.0001595058635714942,1.0,做多
2025-07-18,5960.4,6008.4,5953.0,5983.6,0.0030172991819765,0.0001595058635714942,1.0,做多
2025-07-21,5972.0,6053.6,5972.0,6030.4,0.0078213784343872,0.0001595058635714942,1.0,做多
2025-07-22,6034.2,6106.8,6024.4,6104.4,0.0122711594587423,0.0001595058635714942,1.0,做多
2025-07-23,6086.0,6152.2,6072.8,6090.0,-0.0023589541969726,0.0001595058635714942,1.0,做多
2025-07-24,6091.6,6204.2,6087.6,6196.8,0.0175369458128078,0.0001595058635714942,1.0,做多
2025-07-25,6187.4,6199.2,6159.0,6182.8,-0.002259230570617,0.0001595058635714942,1.0,做多
2025-07-28,6183.2,6216.6,6144.6,6188.0,0.0008410428931875,0.0001595058635714942,1.0,做多
2025-07-29,6188.0,6226.8,6128.6,6224.0,0.0058177117000646,0.0001595058635714942,1.0,做多
2025-07-30,6202.8,6235.8,6136.6,6179.2,-0.0071979434447301,0.0001595058635714942,1.0,做多
2025-07-31,6173.6,6189.6,6043.6,6084.4,-0.0153417918177111,0.0001595058635714942,1.0,做多
2025-08-01,6071.6,6120.6,6037.0,6061.8,-0.0037144171980803,0.0001595058635714942,1.0,做多
2025-08-04,6067.8,6122.2,6041.2,6122.2,0.0099640370846942,0.0001595058635714942,1.0,做多
2025-08-05,6110.6,6153.0,6110.6,6149.4,0.0044428473424584,0.0001595058635714942,1.0,做多
2025-08-06,6146.0,6222.8,6143.4,6213.0,0.0103424724363352,0.0001595058635714942,1.0,做多
2025-08-07,6216.0,6237.6,6145.8,6177.0,-0.005794302269435,0.0001595058635714942,1.0,做多
2025-08-08,6177.6,6198.4,6145.8,6173.6,-0.0005504290108466,0.0001595058635714942,1.0,做多
2025-08-11,6179.0,6283.4,6179.0,6244.4,0.0114681871193467,0.0001595058635714942,1.0,做多
2025-08-12,6254.8,6288.4,6226.0,6285.0,0.0065018256357696,0.0001595058635714942,1.0,做多
2025-08-13,6280.2,6403.0,6280.2,6392.0,0.0170246618933969,0.0001595058635714942,1.0,做多
2025-08-14,6385.8,6408.4,6296.8,6320.4,-0.0112015018773466,0.0001595058635714942,1.0,做多
2025-08-15,6336.0,6475.2,6311.0,6467.2,0.0232263780773369,0.0001595058635714942,1.0,做多
2025-08-18,6457.6,6621.6,6457.6,6543.0,0.011720682830282,0.0001595058635714942,1.0,做多
2025-08-19,6544.4,6584.0,6514.2,6525.8,-0.0026287635641143,0.0001595058635714942,1.0,做多
2025-08-20,6531.8,6630.4,6448.6,6626.8,0.0154770296362132,0.0001595058635714942,1.0,做多
2025-08-21,6589.6,6656.4,6545.0,6582.8,-0.0066397054385223,0.0001595058635714942,1.0,做多
2025-08-22,6571.8,6741.2,6571.8,6740.2,0.0239107978367867,0.0001595058635714942,1.0,做多
2025-08-25,6715.4,6886.8,6715.4,6837.8,0.0144802824841994,0.0001595058635714942,1.0,做多
2025-08-26,6834.8,6906.6,6800.2,6840.6,0.0004094884319518,0.0001595058635714942,1.0,做多
2025-08-27,6867.6,6965.4,6737.2,6756.8,-0.0122503873929187,0.0001595058635714942,1.0,做多
2025-08-28,6820.6,6892.2,6679.2,6882.2,0.0185590812218801,0.0001595058635714942,1.0,做多
2025-08-29,6837.2,6946.4,6833.2,6904.8,0.003283833657842,0.0001595058635714942,1.0,做多
2025-09-01,6891.0,6971.2,6881.8,6917.2,0.0017958521608156,0.0001595058635714942,1.0,做多
2025-09-02,6925.4,6935.2,6736.4,6802.0,-0.0166541375122881,0.0001595058635714942,1.0,做多
2025-09-03,6785.0,6850.4,6658.2,6685.2,-0.017171420170538,0.0001595058635714942,1.0,做多
2025-09-04,6708.6,6748.2,6446.6,6543.8,-0.0211511996649313,0.0001595058635714942,1.0,做多
2025-09-05,6503.6,6804.4,6503.6,6795.6,0.0384791711238119,0.0001595058635714942,1.0,做多
2025-09-08,6775.6,6845.0,6737.6,6815.0,0.0028547883924892,0.0001595058635714942,1.0,做多
2025-09-09,6818.8,6836.4,6717.4,6755.4,-0.0087454145267792,0.0001595058635714942,1.0,做多
2025-09-10,6750.4,6831.6,6717.6,6744.0,-0.0016875388578025,0.0001595058635714942,1.0,做多
2025-09-11,6769.4,7017.6,6707.4,7017.2,0.0405100830367735,0.0001595058635714942,1.0,做多
2025-09-12,6986.4,7082.8,6986.4,7031.2,0.0019950977597902,0.0001595058635714942,1.0,做多
2025-09-15,7042.6,7062.4,6978.6,6980.4,-0.0072249402662418,0.0001595058635714942,1.0,做多
2025-09-16,6992.2,7066.4,6918.0,7033.0,0.0075353847917025,0.0001595058635714942,1.0,做多
2025-09-17,7031.2,7117.0,6986.8,7108.8,0.0107777619792408,0.0001595058635714942,1.0,做多
2025-09-18,7097.8,7208.0,6921.2,7008.2,-0.0141514742291245,0.0001595058635714942,1.0,做多
2025-09-19,6985.6,7051.2,6940.4,6996.2,-0.0017122799006877,0.0001595058635714942,1.0,做多
2025-09-22,6997.4,7018.2,6926.4,7012.8,0.0023727166175924,0.0001595058635714942,1.0,做多
2025-09-23,6995.0,7031.4,6795.0,6947.2,-0.0093543235227013,0.0001595058635714942,1.0,做多
2025-09-24,6896.6,7160.0,6896.6,7155.8,0.0300264854905574,0.0001595058635714942,1.0,做多
2025-09-25,7135.2,7210.6,7131.4,7166.6,0.0015092652114367,0.0001595058635714942,1.0,做多
2025-09-26,7184.8,7194.0,7078.8,7078.8,-0.0122512767560628,0.0001595058635714942,1.0,做多
2025-09-29,7096.0,7256.8,7055.6,7226.6,0.0208792450697858,0.0001595058635714942,1.0,做多
2025-09-30,7206.2,7314.4,7206.2,7284.8,0.0080535798300722,0.0001595058635714942,1.0,做多
2025-10-09,7281.0,7458.8,7281.0,7409.6,0.0171315616077312,0.0001595058635714942,1.0,做多
2025-10-10,7424.8,7424.8,7246.6,7259.6,-0.0202440077736989,0.0001595058635714942,1.0,做多
2025-10-13,7267.0,7267.0,7078.2,7223.2,-0.0050140503609015,0.0001595058635714942,1.0,做多
2025-10-14,7215.0,7309.8,6968.4,7005.4,-0.0301528408461624,0.0001595058635714942,1.0,做多
2025-10-15,7014.2,7156.6,6999.8,7132.2,0.0181003226082736,0.0001595058635714942,1.0,做多
2025-10-16,7126.6,7132.6,7011.2,7052.2,-0.0112167353691707,0.0001595058635714942,1.0,做多
2025-10-17,7037.6,7086.4,6733.2,6849.4,-0.028756983636312,0.0001595058635714942,1.0,做多
2025-10-20,6842.2,6971.2,6842.2,6878.2,0.0042047478611264,0.0001595058635714942,1.0,做多
2025-10-21,6877.2,7063.0,6877.2,7020.4,0.0206740135500567,0.0001595058635714942,1.0,做多
2025-10-22,7035.6,7035.6,6938.2,6976.0,-0.0063244259586348,0.0001595058635714942,1.0,做多
2025-10-23,6980.0,7008.8,6858.2,7001.8,0.0036983944954127,0.0001595058635714942,1.0,做多
2025-10-24,6959.2,7121.6,6959.2,7121.0,0.0170241937787425,0.0001595058635714942,1.0,做多
2025-10-27,7090.6,7244.4,7090.6,7214.4,0.013116135374245,0.0001595058635714942,1.0,做多
2025-10-28,7220.0,7270.6,7163.6,7191.4,-0.0031880683078288,0.0001595058635714942,1.0,做多
2025-10-29,7196.2,7352.2,7196.2,7348.8,0.0218872542203187,0.0001595058635714942,1.0,做多
2025-10-30,7335.4,7335.4,7221.6,7255.4,-0.0127095580230787,0.0001595058635714942,1.0,做多
2025-10-31,7264.2,7309.2,7196.2,7199.2,-0.0077459547371612,0.0001595058635714942,1.0,做多
2025-11-03,7221.4,7221.4,7063.8,7195.4,-0.0005278364262696,0.0001595058635714942,1.0,做多
2025-11-04,7189.6,7189.6,6988.2,7049.8,-0.0202351502348722,0.0001595058635714942,1.0,做多
2025-11-05,7027.2,7109.6,6962.8,7060.0,0.0014468495560158,0.0001595058635714942,1.0,做多
2025-11-06,7078.6,7212.2,7073.8,7198.4,0.0196033994334277,0.0001595058635714942,1.0,做多
2025-11-07,7192.2,7217.4,7124.6,7178.6,-0.0027506112469436,0.0001595058635714942,1.0,做多
2025-11-10,7179.2,7247.8,7125.2,7184.8,0.0008636781545148,0.0001595058635714942,1.0,做多
2025-11-11,7178.0,7241.2,7105.4,7119.4,-0.0091025498274135,0.0001595058635714942,1.0,做多
2025-11-12,7128.6,7158.0,7029.0,7101.0,-0.002584487456808,0.0001595058635714942,1.0,做多
2025-11-13,7092.6,7218.2,7084.2,7207.2,0.0149556400506971,0.0001595058635714942,1.0,做多
2025-11-14,7189.4,7189.4,7074.8,7075.4,-0.0182872682872683,0.0001595058635714942,1.0,做多
2025-11-17,7115.2,7117.4,7043.0,7076.6,0.0001696017186307,0.0001595058635714942,1.0,做多
2025-11-18,7047.6,7072.0,6960.6,7010.2,-0.0093830370516915,0.0001595058635714942,1.0,做多
2025-11-19,6988.2,7041.6,6939.2,6979.4,-0.0043935979002025,0.0001595058635714942,1.0,做多
2025-11-20,6985.2,7048.6,6911.6,6922.8,-0.0081095796200245,0.0001595058635714942,1.0,做多
2025-11-21,6928.8,6928.8,6686.4,6691.2,-0.0334546715201942,0.0001595058635714942,1.0,做多
2025-11-24,6704.4,6781.2,6669.4,6741.8,0.0075621712099473,0.0001595058635714942,1.0,做多
2025-11-25,6756.0,6902.6,6756.0,6811.4,0.0103236524370344,0.0001595058635714942,1.0,做多
2025-11-26,6821.8,6886.6,6802.8,6818.2,0.0009983263352615,0.0001595058635714942,1.0,做多
2025-11-27,6827.6,6914.8,6788.4,6802.4,-0.0023173271537942,0.0001595058635714942,1.0,做多
2025-11-28,6816.8,6884.0,6795.0,6876.0,0.0108197106903447,0.0001595058635714942,1.0,做多
2025-12-01,6872.6,6948.6,6872.6,6930.2,0.0078824898196625,0.0001595058635714942,1.0,做多
2025-12-02,6924.8,6924.8,6862.0,6877.8,-0.0075611093474935,0.0001595058635714942,1.0,做多
2025-12-03,6874.2,6912.4,6823.0,6848.4,-0.0042746226991189,0.0001595058635714942,1.0,做多
2025-12-04,6839.6,6899.0,6807.6,6875.8,0.0040009345248526,0.0001595058635714942,1.0,做多
2025-12-05,6868.2,6979.2,6814.6,6975.4,0.0144855871316791,0.0001595058635714942,1.0,做多
2025-12-08,6968.8,7059.2,6968.8,7031.0,0.0079708690541044,0.0001595058635714942,1.0,做多
2025-12-09,7036.4,7044.8,6967.6,6978.4,-0.007481154885507,0.0001595058635714942,1.0,做多
2025-12-10,6978.6,7020.6,6922.2,7001.0,0.0032385647139745,0.0001595058635714942,1.0,做多
2025-12-11,7006.2,7028.2,6938.0,6947.8,-0.0075989144407941,0.0001595058635714942,1.0,做多
2025-12-12,6956.0,7059.6,6932.0,7047.2,0.0143066870088373,0.0001595058635714942,1.0,做多
2025-12-15,7050.4,7050.4,6979.2,6981.8,-0.009280281530253,0.0001595058635714942,1.0,做多
2025-12-16,6990.8,6990.8,6821.4,6876.6,-0.0150677475722592,0.0001595058635714942,1.0,做多
2025-12-17,6869.0,7041.6,6849.4,7017.0,0.0204170665735974,0.0001595058635714942,1.0,做多
2025-12-18,7014.2,7051.0,6973.4,6977.8,-0.0055864329485534,0.0001595058635714942,1.0,做多
2025-12-19,6984.6,7084.6,6984.6,7050.2,0.0103757631345122,0.0001595058635714942,1.0,做多
2025-12-22,7037.6,7155.2,7037.6,7110.6,0.0085671328472951,0.0001595058635714942,1.0,做多
2025-12-23,7118.0,7165.2,7096.8,7120.6,0.0014063510814839,0.0001595058635714942,1.0,做多
2025-12-24,7117.2,7257.0,7117.2,7227.8,0.0150549111029969,0.0001595058635714942,1.0,做多
2025-12-25,7237.2,7327.6,7209.2,7304.8,0.0106533108276376,0.0001595058635714942,1.0,做多
2025-12-26,7314.0,7411.6,7314.0,7369.0,0.0087887416493264,0.0001595058635714942,1.0,做多
2025-12-29,7369.6,7394.0,7303.4,7321.2,-0.0064866331931062,0.0001595058635714942,1.0,做多
2025-12-30,7322.8,7405.4,7294.0,7363.2,0.0057367644648418,0.0001595058635714942,1.0,做多
2025-12-31,7370.0,7381.2,7319.6,7346.0,-0.0023359408952629,0.0001595058635714942,1.0,做多
2026-01-05,7349.4,7577.2,7349.4,7575.2,0.0312006534168254,0.0001595058635714942,1.0,做多
2026-01-06,7561.6,7761.0,7561.6,7760.8,0.024501003273841,0.0001595058635714942,1.0,做多
2026-01-07,7738.4,7819.8,7738.4,7779.2,0.0023708895990104,0.0001595058635714942,1.0,做多
2026-01-08,7785.6,7857.4,7752.8,7792.4,0.0016968325791855,0.0001595058635714942,1.0,做多
2026-01-09,7783.8,8011.4,7783.8,8011.0,0.0280529746932909,0.0001595058635714942,1.0,做多
2026-01-12,7981.2,8239.4,7981.2,8208.8,0.024691049806516,0.0001595058635714942,1.0,做多
2026-01-13,8203.0,8234.0,8052.2,8104.2,-0.0127424227658122,0.0001595058635714942,1.0,做多
2026-01-14,8093.8,8354.6,8035.2,8165.4,0.0075516398904271,0.0001595058635714942,1.0,做多
2026-01-15,8147.0,8205.0,8088.0,8175.8,0.0012736669360962,0.0001595058635714942,1.0,做多
2026-01-16,8147.8,8247.4,8133.2,8178.2,0.0002935492551188,0.0001595058635714942,1.0,做多
2026-01-19,8164.8,8287.0,8139.0,8233.2,0.0067251962534544,0.0001595058635714942,1.0,做多
2026-01-20,8253.4,8312.0,8083.4,8214.0,-0.0023320215711996,0.0001595058635714942,1.0,做多
2026-01-21,8181.8,8335.6,8172.4,8335.6,0.0148039931823715,0.0001595058635714942,1.0,做多
2026-01-22,8319.8,8398.8,8300.8,8366.4,0.0036949949613704,0.0001595058635714942,1.0,做多
2026-01-23,8341.8,8627.0,8341.8,8627.0,0.0311484031363549,0.0001595058635714942,1.0,做多
2026-01-26,8586.0,8706.8,8401.0,8429.6,-0.0228816506317375,0.0001595058635714942,1.0,做多
2026-01-27,8458.8,8568.2,8308.0,8514.0,0.0100123374774603,0.0001595058635714942,1.0,做多
2026-01-28,8527.8,8626.0,8483.2,8594.6,0.0094667606295513,0.0001595058635714942,1.0,做多
2026-01-29,8586.2,8670.2,8465.2,8489.4,-0.0122402438740605,0.0001595058635714942,1.0,做多
2026-01-30,8512.2,8512.2,8090.8,8329.8,-0.0187999151883525,0.0001595058635714942,1.0,做多
2026-02-02,8348.4,8348.4,7778.2,7840.2,-0.0587769214146797,0.0001595058635714942,1.0,做多
2026-02-03,7919.0,8249.8,7919.0,8234.0,0.0502283105022831,0.0001595058635714942,1.0,做多
2026-02-04,8225.0,8267.6,8077.0,8258.8,0.0030119018702938,0.0001595058635714942,1.0,做多
2026-02-05,8214.4,8214.4,7974.4,8062.8,-0.0237322613454737,0.0001595058635714942,1.0,做多
2026-02-06,8083.4,8194.4,7888.0,8061.0,-0.0002232475070694,0.0001595058635714942,1.0,做多
2026-02-09,8122.8,8267.6,8122.8,8253.2,0.0238431956332962,0.0001595058635714942,1.0,做多
2026-02-10,8244.8,8267.0,8191.0,8229.0,-0.0029321959967043,0.0001595058635714942,1.0,做多
2026-02-11,8238.0,8317.6,8225.0,8274.0,0.005468465184105,0.0001595058635714942,1.0,做多
2026-02-12,8275.8,8396.2,8271.8,8386.8,0.0136330674401738,0.0001595058635714942,1.0,做多
2026-02-13,8384.4,8384.4,8175.4,8204.6,-0.0217246148709876,0.0001595058635714942,1.0,做多
2026-02-24,8226.0,8386.0,8226.0,8304.0,0.0121151549130975,0.0001595058635714942,1.0,做多
2026-02-25,8313.8,8487.6,8313.8,8463.2,0.0191714836223506,0.0001595058635714942,1.0,做多
2026-02-26,8452.0,8494.0,8409.6,8459.0,-0.0004962661877304,0.0001595058635714942,1.0,做多
2026-02-27,8457.4,8562.0,8406.6,8558.6,0.011774441423336,0.0001595058635714942,1.0,做多
2026-03-02,8547.0,8598.8,8433.8,8537.6,-0.0024536723295865,0.0001595058635714942,1.0,做多
2026-03-03,8545.0,8551.4,8144.0,8173.0,-0.0427052098950525,0.0001595058635714942,1.0,做多
2026-03-04,8177.4,8282.8,8096.2,8116.4,-0.0069252416493331,0.0001595058635714942,1.0,做多
2026-03-05,8122.2,8259.8,8059.0,8132.4,0.0019713173328077,0.0001595058635714942,1.0,做多
2026-03-06,8103.8,8244.2,8099.6,8194.6,0.007648418670995,0.0001595058635714942,1.0,做多
2026-03-09,8198.6,8198.6,7765.8,8130.2,-0.0078588338662046,0.0001595058635714942,1.0,做多
2026-03-10,8128.6,8282.6,8128.6,8272.4,0.0174903446409682,0.0001595058635714942,1.0,做多
2026-03-11,8261.0,8314.0,8220.2,8228.2,-0.0053430685169961,0.0001595058635714942,1.0,做多
2026-03-12,8242.4,8253.2,8094.0,8159.2,-0.0083857951921442,0.0001595058635714942,1.0,做多
2026-03-13,8164.0,8211.4,8043.0,8060.8,-0.0120600058829296,0.0001595058635714942,1.0,做多
2026-03-16,8078.2,8078.2,7881.4,8028.8,-0.0039698292973402,0.0001595058635714942,1.0,做多
2026-03-17,8014.0,8070.2,7825.4,7829.6,-0.0248106815464328,0.0001595058635714942,1.0,做多
2026-03-18,7861.0,7929.0,7778.6,7904.8,0.0096045775007662,0.0001595058635714942,1.0,做多
2026-03-19,7906.0,7906.0,7624.6,7683.8,-0.027957696589414,0.0001595058635714942,1.0,做多
2026-03-20,7661.4,7770.4,7561.4,7566.6,-0.0152528696738593,0.0001595058635714942,1.0,做多
2026-03-23,7596.8,7596.8,7167.6,7227.2,-0.0448550207490815,0.0001595058635714942,1.0,做多
2026-03-24,7209.0,7413.2,7171.8,7404.8,0.0245738321895063,0.0001595058635714942,1.0,做多
2026-03-25,7365.4,7641.4,7365.4,7524.0,0.0160976663785652,0.0001595058635714942,1.0,做多
2026-03-26,7541.0,7568.2,7400.2,7409.2,-0.015257841573631,0.0001595058635714942,1.0,做多
2026-03-27,7420.6,7603.6,7346.8,7551.0,0.0191383685148194,0.0001595058635714942,1.0,做多
2026-03-30,7535.2,7564.6,7366.2,7551.6,7.945967421529865e-05,0.0001595058635714942,1.0,做多
2026-03-31,7547.4,7608.2,7411.4,7418.0,-0.0176916150219821,0.0001595058635714942,1.0,做多
2026-04-01,7431.8,7600.6,7431.8,7556.6,0.0186842814774872,0.0001595058635714942,1.0,做多
2026-04-02,7551.4,7551.4,7334.2,7401.4,-0.0205383373474844,0.0001595058635714942,1.0,做多
2026-04-03,7370.0,7437.6,7316.0,7342.8,-0.007917421028454,0.0001595058635714942,1.0,做多
2026-04-07,7349.8,7457.6,7344.8,7378.0,0.0047938116249932,0.0001595058635714942,1.0,做多
2026-04-08,7380.6,7823.0,7380.6,7822.2,0.0602060178910273,0.0001595058635714942,1.0,做多
2026-04-09,7797.4,7797.4,7689.8,7737.0,-0.0108920763979443,0.0001595058635714942,1.0,做多
2026-04-10,7732.8,7929.4,7732.8,7814.6,0.0100297272844771,0.0001595058635714942,1.0,做多
2026-04-13,7833.8,7847.6,7779.4,7794.0,-0.0026360914186267,0.0001595058635714942,1.0,做多
2026-04-14,7804.4,7926.6,7804.4,7922.0,0.0164228894021041,0.0001595058635714942,1.0,做多
2026-04-15,7889.8,8005.4,7879.4,7884.6,-0.0047210300429184,0.0001595058635714942,1.0,做多
2026-04-16,7894.6,8060.6,7894.6,8043.4,0.0201405271034673,0.0001595058635714942,1.0,做多
2026-04-17,8042.4,8093.2,7993.0,8073.6,0.0037546311261407,0.0001595058635714942,1.0,做多
2026-04-20,8061.0,8182.8,8051.4,8113.2,0.0049048751486324,0.0001595058635714942,1.0,做多
2026-04-21,8124.0,8124.0,8023.6,8089.8,-0.0028841887294778,0.0001595058635714942,1.0,做多
2026-04-22,8090.8,8226.2,8058.2,8224.4,0.01663823580311,0.0001595058635714942,1.0,做多
2026-04-23,8202.0,8247.2,8053.4,8141.0,-0.0101405573658868,0.0001595058635714942,1.0,做多
2026-04-24,8130.2,8153.4,8005.8,8093.2,-0.0058715145559513,0.0001595058635714942,1.0,做多
2026-04-27,8119.6,8178.2,8065.0,8144.6,0.0063510107250532,0.0001595058635714942,1.0,做多
2026-04-28,8143.4,8143.4,8015.0,8053.4,-0.0111976033199912,0.0001595058635714942,1.0,做多
2026-04-29,8044.2,8237.6,8029.6,8227.0,0.0215561129460848,0.0001595058635714942,1.0,做多
2026-04-30,8225.2,8242.0,8163.0,8224.6,-0.0002917223775373,0.0001595058635714942,1.0,做多
